,Country_Name,Country_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
134,Low income,LIC,39.2665189754137,39.6894012410894,40.1110306953955,40.5400013601344,40.98302638291471,41.4432550818652,41.9198970730245,42.405323608815706,42.8926449041699,43.37708327264689,43.8556450470302,44.327388967352,44.791606084248,45.245827207973,45.6874391911115,46.112524263878406,46.517886775795496,46.90441783615021,47.2758243272713,47.636342293099396,47.9912008781683,48.3461113596807,48.7021478785221,49.0572226455538,49.40582101315211,49.735205674507895,50.0288807618099,50.2746679605021,50.469218769336,50.622912750699996,50.756497060696795,50.8947703065591,51.057477425097105,51.2480110936674,51.4573970671729,51.687125565179606,51.95191122647739,52.2661486812644,52.63842328135329,53.07239654561911,53.565817328351,54.11441265662621,54.7080407709299,55.3369842108107,55.9935588865687,56.66786392461639,57.3527202369079,58.038147641256295,58.7098511634626,59.354002916082294,59.962188360572206,60.5343414094581,61.0769943545152,61.59529603141561,62.088893092636496,62.5547382457958,62.9893263460307,63.3926101593465
135,Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42195121951221,77.390243902439,76.83658536585371,76.04634146341459,77.7463414634146,79.109756097561,76.8268292682927,79.2756097560976,79.6365853658537,79.9609756097561,81.7707317073171,80.6682926829268,80.94878048780491,81.2951219512195,82.6829268292683,81.5,81.8414634146342,81.7926829268293,82.3829268292683,82.2609756097561,82.0731707317073,82.6560975609756,82.2585365853659,82.2585365853659
136,Sri Lanka,LKA,59.369,59.769,60.177,60.611000000000004,61.078,61.57899999999999,62.104,62.631,63.144,63.63399999999999,64.097,64.528,64.934,65.321,65.694,66.067,66.459,66.874,67.308,67.751,68.171,68.529,68.801,68.975,69.057,69.079,69.086,69.12100000000001,69.209,69.352,69.509,69.62,69.639,69.557,69.403,69.259,69.237,69.419,69.845,70.503,71.333,72.233,73.085,73.79899999999999,74.337,74.695,74.904,75.03699999999999,75.157,75.286,75.439,75.61399999999999,75.796,75.97399999999999,76.14699999999999,76.316,76.482,76.648
137,Lower middle income,LMC,45.2760796025686,45.867720993498295,46.45036919555,47.0233830866837,47.5849714851719,48.12767516909861,48.6438961606656,49.1287525533306,49.58367867241861,50.0142217312387,50.43370929538361,50.8609526062222,51.3097839678572,51.7878731221184,52.29600660274551,52.8308769213836,53.383352851607796,53.9356936594564,54.472393082098996,54.982766711596206,55.4580839500377,55.897862931878,56.308720511541395,56.698188320098104,57.0700472645393,57.428380601474,57.7781632903227,58.138806718507205,58.4811286975032,58.8328842446633,59.18185437217589,59.5158087832943,59.8554880410345,60.1865117045976,60.511648192628606,60.8257435848052,61.157572694200404,61.48465502620971,61.807475338462496,62.10113963429621,62.3939137290941,62.704169105785894,63.030668455975196,63.362930485618,63.71127948423101,64.0737112322573,64.45937726998041,64.8585362192099,65.262081340254,65.6812761191373,66.0946336735631,66.4852213151197,66.85040132398011,67.1950609318679,67.513148456775,67.8047116730552,68.0745628862761,68.3230243560808
138,Low & middle income,LMY,47.238918629828504,47.7557144849216,48.350779089921296,49.0511166321805,49.8633812587824,50.7557256124951,51.6832100847898,52.5981015316263,53.46254085514399,54.2473683575939,54.969411191659,55.6174284665816,56.20452593328711,56.778746722009004,57.3362510243501,57.846499464847795,58.352804298547,58.83151748071771,59.2828376056693,59.6878664630873,60.076485848245404,60.4470117913027,60.806909823325796,61.1287042675948,61.4243199595475,61.748726731598,62.09547163075771,62.3754802918252,62.63244659110129,62.866118564335004,63.08582014784,63.3019280364515,63.45053495094071,63.598930972982,63.8044117516401,64.038361746356,64.3208643893479,64.6189807704035,64.89093249047271,65.1296895671132,65.4025338205229,65.6855224602566,65.9726413628766,66.2716065394569,66.5925812289338,66.9087914064781,67.2689297416415,67.62835365759639,67.97736089272,68.3491293502194,68.6972475313778,69.05762811104239,69.39128368615211,69.71646791994921,70.0126908686934,70.29377543092339,70.55541384311859,70.79658767780991
139,Lesotho,LSO,47.919,48.162,48.383,48.59,48.797,49.015,49.254,49.523,49.82899999999999,50.18,50.583999999999996,51.048,51.565,52.129,52.731,53.367,54.03,54.708999999999996,55.39,56.058,56.702,57.318999999999996,57.901,58.437,58.91,59.309,59.632,59.868,60.0,60.003,59.836999999999996,59.464,58.868,58.05,57.022,55.782,54.333999999999996,52.728,51.034,49.328,47.691,46.196999999999996,44.898,43.845,43.083,42.658,42.595,42.854,43.38399999999999,44.146,45.1,46.207,47.416000000000004,48.663000000000004,49.891000000000005,51.038000000000004,52.059,52.946999999999996
140,Late-demographic dividend,LTE,50.2526853922476,50.7528372000264,51.392128740154895,52.262947553001204,53.3676319027419,54.6695623218713,56.044287581173805,57.399893792527706,58.6846896690402,59.7884946146636,60.7718412780114,61.5963991450525,62.3254643810356,62.999112816430795,63.6539363851286,64.19324846196429,64.7504720718632,65.26674690099921,65.7452641996063,66.160604484391,66.5492476742062,66.947424508519,67.3177841517272,67.6029843241324,67.8350143831375,68.1286506697301,68.4841141932035,68.6773064165796,68.8477299924694,68.95877242932029,69.0637729627144,69.1570839577295,69.1552990464061,69.1430329996153,69.2564410743705,69.462517694922,69.7710145650219,70.0952433662099,70.39129410083629,70.6176520376224,70.9026024226596,71.21051863661769,71.49839880659229,71.79259557128329,72.1165240888219,72.4003620627635,72.7550002157163,73.08140740162509,73.3756939193844,73.70189067680941,73.9808560968342,74.3181816484291,74.6085992465723,74.9155486071114,75.1982519542862,75.47081633564869,75.7451859577414,75.99540149462729
141,Lithuania,LTU,69.8473170731707,70.1026829268293,69.0953658536585,70.2043902439024,71.50902439024391,71.3251219512195,71.520243902439,71.60390243902441,71.31365853658541,70.9285365853659,70.8043902439024,71.73536585365859,71.0246341463415,71.3321951219512,71.2441463414634,70.8673170731707,70.9580487804878,70.809512195122,70.6046341463415,70.4821951219512,70.4821951219512,70.4607317073171,70.8368292682927,70.7778048780488,70.32,70.50121951219509,72.0807317073171,71.9346341463415,71.7621951219512,71.4253658536585,71.1607317073171,70.3641463414634,70.2343902439025,68.9104878048781,68.530243902439,69.00634146341471,70.10804878048779,70.9090243902439,71.21951219512201,71.5707317073171,72.0195121951219,71.65853658536591,71.7609756097561,72.0609756097561,71.9609756097561,71.2536585365854,71.05609756097559,70.9,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.86341463414641,73.9146341463415,74.5170731707317,74.3219512195122,74.67073170731709,74.67073170731709
142,Luxembourg,LUX,68.4463902439024,68.73773170731711,68.9981219512195,69.22307317073171,69.41104878048779,69.5610243902439,69.6744634146341,69.7613414634146,69.8351463414634,69.90485365853661,69.9834634146341,70.0814390243902,70.2053170731707,70.35817073170729,70.5425609756098,70.7576097560976,70.998512195122,71.2562926829268,71.5224634146342,71.7944634146342,72.07260975609759,72.3576829268293,72.65346341463409,72.9588780487805,73.2719268292683,73.585756097561,73.8946097560976,74.19375609756099,74.48034146341459,74.7524146341463,75.0104146341463,75.4634146341463,75.7707317073171,75.7121951219512,76.37073170731709,76.5121951219512,76.519512195122,76.880487804878,77.0170731707317,77.7707317073171,77.87317073170729,77.8243902439025,77.9658536585366,77.7268292682927,79.12195121951221,79.4317073170732,79.2878048780488,79.3829268292683,80.5390243902439,80.6365853658537,80.63170731707321,80.9878048780488,81.3926829268293,81.8,82.2292682926829,82.2926829268293,82.68536585365851,82.68536585365851
143,Latvia,LVA,69.7868292682927,70.0324390243903,69.430487804878,69.8290243902439,71.0280487804878,70.7265853658537,70.7073170731707,70.39390243902442,70.0429268292683,69.7968292682927,69.8353658536586,70.1646341463415,69.8787804878049,69.8134146341464,69.74097560975609,68.9253658536585,69.04780487804881,69.1046341463415,68.9878048780488,68.49560975609761,68.8085365853659,68.7863414634146,69.3282926829268,69.11902439024391,69.16292682926829,69.2914634146342,70.6224390243903,70.69292682926829,70.6153658536585,70.1553658536586,69.2731707317073,69.0324390243903,68.3960975609756,66.7226829268293,65.6643902439025,66.39121951219511,68.7765853658537,69.3492682926829,69.0121951219512,69.7429268292683,70.31463414634149,70.7609756097561,70.9609756097561,71.2658536585366,72.0268292682927,71.35609756097558,70.8658536585366,71.019512195122,72.41951219512201,73.08048780487809,73.4829268292683,73.57560975609759,73.7780487804878,73.9829268292683,74.12439024390241,74.4804878048781,74.58048780487799,74.6804878048781
144,"Macao SAR, China",MAC,64.828,65.301,65.757,66.199,66.62899999999999,67.055,67.486,67.928,68.388,68.865,69.36,69.869,70.384,70.89699999999999,71.4,71.887,72.352,72.793,73.209,73.602,73.97399999999999,74.33,74.67699999999999,75.02,75.362,75.702,76.036,76.363,76.68,76.99,77.296,77.607,77.926,78.253,78.58800000000001,78.925,79.256,79.57300000000001,79.872,80.15,80.407,80.645,80.87,81.089,81.304,81.523,81.748,81.98100000000001,82.22,82.462,82.704,82.93799999999999,83.15799999999999,83.361,83.54299999999999,83.70700000000001,83.854,83.98899999999999
145,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,73.21951219512201,72.7682926829268,72.91951219512201,72.6682926829268,73.519512195122,73.67073170731709,74.2707317073171,74.3219512195122,74.5219512195122,75.92439024390251,75.42439024390251,75.5731707317073,75.8219512195122,75.9707317073171,76.17073170731709,76.37073170731709,76.5707317073171,76.7707317073171,76.9707317073171,77.17073170731709,77.37073170731709,77.5707317073171,77.7219512195122,77.87073170731709,78.0707317073171,78.2219512195122,78.37073170731709,78.5707317073171,78.7219512195122,78.87073170731709,79.0219512195122,79.17073170731709,79.3219512195122,79.4707317073171,79.62195121951221,79.7219512195122
146,Morocco,MAR,48.458,48.88,49.306999999999995,49.738,50.168,50.593,51.00899999999999,51.413000000000004,51.808,52.195,52.571999999999996,52.94,53.305,53.676,54.066,54.492,54.976000000000006,55.525,56.141999999999996,56.823,57.56,58.339,59.138999999999996,59.93600000000001,60.717,61.468999999999994,62.188,62.876999999999995,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.76899999999999,70.399,71.067,71.74600000000001,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.97399999999999,76.218
148,Moldova,MDA,61.995,62.367,62.743,63.122,63.496,63.856,64.186,64.476,64.718,64.908,65.045,65.134,65.186,65.21300000000001,65.221,65.209,65.172,65.111,65.03699999999999,64.971,64.95100000000001,65.02199999999999,65.205,65.499,65.887,66.33,66.77199999999999,67.156,67.44,67.605,67.643,67.563,67.408,67.221,67.03,66.867,66.76100000000001,66.722,66.752,66.852,67.006,67.185,67.362,67.521,67.665,67.82,68.02199999999999,68.30199999999999,68.671,69.119,69.616,70.119,70.581,70.968,71.267,71.47800000000001,71.617,71.717
149,Madagascar,MDG,39.961999999999996,40.444,40.924,41.401,41.876000000000005,42.351000000000006,42.828,43.31,43.79600000000001,44.283,44.771,45.257,45.735,46.203,46.656000000000006,47.093999999999994,47.516999999999996,47.926,48.317,48.683,49.005,49.26,49.442,49.56,49.63399999999999,49.693999999999996,49.781000000000006,49.931999999999995,50.176,50.53,51.003,51.595,52.278,53.022,53.808,54.61600000000001,55.43,56.239,57.028,57.782,58.485,59.129,59.717,60.256,60.751999999999995,61.211999999999996,61.65,62.07899999999999,62.50899999999999,62.943999999999996,63.388000000000005,63.836000000000006,64.28,64.71300000000001,65.133,65.539,65.931,66.311
150,Maldives,MDV,37.343,37.936,38.56,39.209,39.878,40.56,41.251999999999995,41.95399999999999,42.669,43.397,44.141999999999996,44.908,45.7,46.52,47.368,48.25,49.167,50.11600000000001,51.086999999999996,52.068999999999996,53.04600000000001,53.998000000000005,54.913000000000004,55.787,56.621,57.424,58.213,59.008,59.823,60.663999999999994,61.528999999999996,62.413000000000004,63.302,64.185,65.059,65.923,66.78399999999999,67.64399999999999,68.501,69.348,70.173,70.964,71.708,72.399,73.03399999999999,73.612,74.138,74.62100000000001,75.07300000000001,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325
151,Middle East & North Africa,MEA,46.44164420887711,47.547027194826406,48.143019285868505,48.2311972819504,48.8261094694833,49.419873682985,50.480795710235604,51.039252513011505,51.58861095429771,52.147873964366795,52.7325431583246,53.3571616895088,53.9967117467675,54.7071211206894,55.4240291210813,56.1367485735707,56.805570254021305,57.3721328377537,57.8543955974397,58.262387264074,58.637163660094004,59.0359024570529,59.50274763903789,60.093075695230205,60.8008351987568,61.6160924890415,62.488082123628395,63.3829280863975,64.2194938075793,65.041253654822,65.7699851791747,66.39131525902971,66.8867469116648,67.38788332830629,67.8317207297142,68.2540327587207,68.6267240443333,68.9587907976518,69.2753261701956,69.5863100137982,69.8872564913178,70.1860593845433,70.4700171112059,70.7515442762987,71.0375704489014,71.31003070078191,71.5849397527532,71.8413030546642,72.0913338239458,72.32599411429379,72.5391833455711,72.7374938721342,72.9316561918317,73.1323793202577,73.32641704168559,73.51484485380591,73.71082025497509,73.9010335056528
152,Mexico,MEX,57.077,57.668,58.193000000000005,58.656000000000006,59.068999999999996,59.446999999999996,59.806999999999995,60.165,60.536,60.931999999999995,61.361999999999995,61.82899999999999,62.327,62.845,63.378,63.922,64.467,65.009,65.54,66.055,66.553,67.031,67.493,67.942,68.38,68.809,69.232,69.649,70.062,70.469,70.866,71.248,71.61,71.953,72.279,72.598,72.925,73.268,73.625,73.988,74.34,74.658,74.922,75.118,75.243,75.3,75.296,75.255,75.194,75.128,75.065,75.01100000000001,74.96600000000001,74.93,74.908,74.904,74.917,74.947
153,Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.14146341463409,,,,,,,,,,,,67.5048780487805,65.2390243902439,,,,,,,,,,,,,,,,,
154,Middle income,MIC,47.8401653876927,48.3697479501902,48.980203195465094,49.7003953803623,50.540573457289604,51.4660138534197,52.42788188800671,53.376481989678,54.2709622833566,55.079863087880106,55.8216016772836,56.4841915292254,57.0825545165532,57.6683168329535,58.237684695469106,58.7583047910504,59.2768966214514,59.767863202487796,60.230529597565095,60.64391809836079,61.0399468623625,61.4155716777546,61.7793846933033,62.1023420419474,62.398262538315,62.7274203399117,63.0840505839789,63.372783408447106,63.6417831232535,63.8903605172964,64.1265461082173,64.35878186500081,64.5213290982006,64.6801529263916,64.89955327881829,65.14790215445011,65.4456559212652,65.7537022094063,66.0319461443535,66.2667658003251,66.53206418261111,66.8056753712425,67.079572528274,67.3627770630459,67.6669254086061,67.9632956789049,68.30638155221621,68.6479633665789,68.97839885875071,69.3356563464444,69.66927325925771,70.0191765747138,70.341638339973,70.656713619131,70.942107245082,71.2139151282366,71.46773663621691,71.70243385277809
155,North Macedonia,MKD,60.633,61.25899999999999,61.87,62.468999999999994,63.06,63.641999999999996,64.21600000000001,64.775,65.313,65.824,66.301,66.736,67.128,67.47399999999999,67.773,68.02,68.212,68.355,68.462,68.54899999999999,68.64,68.764,68.936,69.16199999999999,69.442,69.76,70.094,70.414,70.7,70.945,71.152,71.331,71.502,71.68,71.87100000000001,72.08,72.309,72.55,72.795,73.038,73.267,73.47,73.642,73.781,73.892,73.986,74.08,74.19,74.324,74.484,74.66199999999999,74.846,75.01899999999999,75.171,75.29899999999999,75.406,75.498,75.589
156,Mali,MLI,28.199,28.345,28.535,28.781999999999996,29.096999999999998,29.489,29.959,30.496,31.086,31.72,32.388000000000005,33.078,33.782,34.493,35.205,35.921,36.645,37.385,38.141999999999996,38.909,39.677,40.435,41.173,41.879,42.545,43.17,43.75899999999999,44.315,44.838,45.323,45.746,46.076,46.305,46.445,46.52,46.573,46.658,46.823,47.103,47.515,48.068999999999996,48.758,49.54,50.373000000000005,51.224,52.056999999999995,52.839,53.553000000000004,54.193000000000005,54.756,55.251000000000005,55.701,56.135,56.578,57.036,57.50899999999999,57.986999999999995,58.452
157,Malta,MLT,69.433243902439,69.61439024390239,69.7706585365854,69.9199512195122,70.0757317073171,70.2479268292683,70.44104878048779,70.6480731707317,70.8630487804878,71.08295121951221,71.3052926829268,71.52253658536591,71.731243902439,71.9274390243903,72.1111951219512,72.2810975609756,72.43678048780491,72.5838048780488,72.7321219512195,72.8911951219512,73.0778536585366,73.31090243902442,73.5981463414634,73.94,74.3309756097561,74.7581463414634,75.2041951219512,75.64482926829271,76.0626585365854,76.44526829268291,76.78607317073171,77.0844634146341,77.3508048780488,77.5934878048781,77.8175365853659,77.290243902439,77.3414634146342,77.7390243902439,77.5878048780488,77.5,78.3487804878049,78.8439024390244,78.7390243902439,78.54634146341459,79.2536585365854,79.3,79.4390243902439,79.7926829268293,79.6365853658537,80.2414634146342,81.39756097560979,80.7463414634146,80.7463414634146,81.7463414634146,82.04634146341459,81.89756097560979,82.45365853658541,82.45365853658541
158,Myanmar,MMR,42.381,42.961000000000006,43.567,44.215,44.907,45.63,46.357,47.055,47.698,48.278999999999996,48.79600000000001,49.258,49.68600000000001,50.098,50.503,50.907,51.312,51.714,52.113,52.511,52.91,53.315,53.726000000000006,54.14,54.556000000000004,54.97,55.375,55.768,56.144,56.505,56.849,57.18,57.504,57.823,58.141000000000005,58.46,58.78,59.101000000000006,59.422,59.744,60.063,60.376999999999995,60.685,60.989,61.294,61.607,61.938,62.294,62.678000000000004,63.089,63.525,63.983000000000004,64.453,64.921,65.378,65.81,66.205,66.558
159,Middle East & North Africa (excluding high income),MNA,46.363107566805496,46.963999936513396,47.55821291791221,48.1491165298845,48.739915905749505,49.327527190194,49.9065763337436,50.4739730508595,51.0311709316707,51.5840313613115,52.149210866995,52.7482088519262,53.389914242345704,54.071428108639296,54.7791873466513,55.475276321870496,56.112074600853205,56.6594074381044,57.109858563126295,57.4773629303452,57.8093919780082,58.17150859559651,58.624081668416004,59.2057432740477,59.9237626237936,60.7630986272241,61.6850169504206,62.62528790815271,63.528726021359795,64.36465593989931,65.1362874573978,65.7821115219104,66.3489354371933,66.8547289593952,67.3072546426122,67.7142722746159,68.0839400029057,68.42513784316729,68.7457895269976,69.05320874117851,69.3546938483384,69.6539582446016,69.9498826812428,70.2413593254582,70.5296581458407,70.8130180490588,71.0873065090104,71.3476438282952,71.5886158670435,71.8098593729501,72.0147008773908,72.21086861102259,72.40502044247259,72.6023090402715,72.8011524598997,73.0002961166458,73.19821109541991,73.3942702537245
160,Montenegro,MNE,63.82,64.508,65.181,65.827,66.438,67.02199999999999,67.593,68.169,68.756,69.348,69.929,70.476,70.968,71.392,71.748,72.041,72.286,72.50399999999999,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.98100000000001,74.116,74.255,74.395,74.52600000000001,74.627,74.669,74.634,74.51899999999999,74.334,74.09899999999999,73.845,73.607,73.416,73.28699999999999,73.22800000000001,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.78399999999999,75.15100000000001,75.505,75.82300000000001,76.089,76.297,76.452,76.568,76.667
161,Mongolia,MNG,48.391999999999996,49.303999999999995,50.185,51.012,51.771,52.461000000000006,53.098,53.702,54.285,54.845,55.364,55.818999999999996,56.192,56.477,56.676,56.79600000000001,56.848,56.86,56.861000000000004,56.875,56.93600000000001,57.074,57.295,57.595,57.968,58.391999999999996,58.836000000000006,59.266000000000005,59.655,59.992,60.268,60.486000000000004,60.67,60.841,61.015,61.211000000000006,61.446999999999996,61.73,62.063,62.446000000000005,62.869,63.318999999999996,63.777,64.23,64.671,65.10300000000001,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509
163,Mozambique,MOZ,39.439,39.879,40.238,40.508,40.698,40.821999999999996,40.904,40.975,41.06100000000001,41.178000000000004,41.343,41.567,41.836000000000006,42.135,42.451,42.75899999999999,43.028,43.242,43.391000000000005,43.479,43.515,43.521,43.527,43.56,43.637,43.772,43.975,44.235,44.541000000000004,44.887,45.261,45.647,46.033,46.41,46.772,47.123000000000005,47.47,47.826,48.193999999999996,48.571999999999996,48.946000000000005,49.295,49.61,49.888999999999996,50.143,50.387,50.641000000000005,50.934,51.292,51.738,52.31,53.043,53.931000000000004,54.949,56.062,57.206,58.309,59.309
164,Mauritania,MRT,44.431999999999995,45.132,45.833999999999996,46.531000000000006,47.214,47.868,48.476000000000006,49.032,49.536,49.99,50.403999999999996,50.788000000000004,51.16,51.538999999999994,51.935,52.358000000000004,52.817,53.306000000000004,53.82,54.357,54.913000000000004,55.486000000000004,56.066,56.643,57.20399999999999,57.735,58.226000000000006,58.67100000000001,59.065,59.405,59.688,59.913999999999994,60.092,60.231,60.341,60.426,60.493,60.545,60.593,60.643,60.706,60.788000000000004,60.891999999999996,61.018,61.17,61.349,61.552,61.776,62.015,62.266000000000005,62.527,62.799,63.07899999999999,63.36600000000001,63.653999999999996,63.93600000000001,64.208,64.464
165,Mauritius,MUS,58.7452195121951,59.748365853658505,60.6269024390244,61.3576585365854,61.93495121951221,62.358292682926795,62.638707317073205,62.815317073170704,62.9316829268293,63.0201951219512,63.1180487804878,63.2533414634146,63.4399512195122,63.685536585365895,63.9999756097561,64.3905365853659,64.8556341463415,65.3724390243903,65.9133170731707,66.4557804878049,66.96539024390239,67.4073902439025,67.76536585365851,68.03760975609761,68.2303658536585,68.3706829268293,68.4993658536585,68.655512195122,68.86302439024391,69.1240243902439,69.4048780487805,69.95609756097559,70.0585365853659,70.1073170731707,70.1585365853659,70.3258536585366,70.3229268292683,70.4048780487805,70.6073170731707,70.9609756097561,71.66341463414629,71.7658536585366,71.9658536585366,72.12130081300809,72.27674796747971,72.4321951219512,72.4321951219512,72.5707317073171,72.5707317073171,72.8824390243903,72.9673170731707,73.26682926829271,73.86341463414641,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805,74.51463414634149
166,Malawi,MWI,36.672,36.934,37.183,37.421,37.655,37.899,38.174,38.494,38.866,39.289,39.756,40.254,40.762,41.262,41.744,42.206,42.648999999999994,43.082,43.504,43.912,44.29600000000001,44.646,44.95399999999999,45.216,45.431999999999995,45.606,45.746,45.86,45.957,46.038000000000004,46.096000000000004,46.121,46.108000000000004,46.055,45.968999999999994,45.846000000000004,45.677,45.479,45.285,45.136,45.09,45.20399999999999,45.516999999999996,46.052,46.823,47.843999999999994,49.118,50.595,52.206,53.888000000000005,55.56399999999999,57.161,58.629,59.931000000000004,61.042,61.953,62.681000000000004,63.278999999999996
167,Malaysia,MYS,59.99100000000001,60.515,61.012,61.486000000000004,61.943000000000005,62.39,62.833,63.277,63.718999999999994,64.161,64.595,65.013,65.407,65.775,66.117,66.442,66.76100000000001,67.085,67.42,67.766,68.117,68.461,68.788,69.09,69.366,69.62100000000001,69.866,70.11,70.358,70.612,70.865,71.10600000000001,71.32600000000001,71.51899999999999,71.687,71.834,71.972,72.11,72.257,72.418,72.594,72.782,72.976,73.17,73.36399999999999,73.555,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828
168,North America,NAC,69.89360375709,70.3680173824054,70.2327068020475,70.0503873907244,70.31320505015489,70.3667219117723,70.3780704719147,70.71438226089609,70.17624157410421,70.69476442244009,70.9854796049968,71.29113989711709,71.3262726176852,71.5294473070827,72.079596820105,72.69361492745651,72.95320432389879,73.3494111524674,73.4701710663699,73.9079407532592,73.7524307947342,74.15164237276849,74.49815471409221,74.620261500748,74.72538911778109,74.7402450345396,74.80137957126641,74.958115597837,74.9785416151833,75.22629845915071,75.4350452733174,75.5906183441826,75.82693747952459,75.6585366566257,75.838641999693,75.860600246286,76.24010485079921,76.6271935103358,76.7828622234177,76.8091316391787,76.88199633777721,77.08241004017779,77.1878181356609,77.30281077057529,77.7244879766956,77.75408225032929,77.9493926735038,78.2395484709121,78.3009807985721,78.64772826938379,78.8094563555455,78.9205617075694,79.03148085412971,79.042211913877,79.1380828398595,79.0121110155585,78.9016844018275,78.91427680056151
169,Namibia,NAM,46.483000000000004,47.231,47.957,48.656000000000006,49.325,49.958,50.553999999999995,51.11600000000001,51.65,52.163000000000004,52.669,53.184,53.714,54.262,54.82,55.369,55.882,56.338,56.731,57.067,57.373999999999995,57.69,58.049,58.464,58.933,59.451,60.007,60.556000000000004,61.044,61.42,61.608000000000004,61.531000000000006,61.165,60.516000000000005,59.608999999999995,58.479,57.178999999999995,55.806000000000004,54.461999999999996,53.231,52.192,51.398999999999994,50.861999999999995,50.589,50.6,50.931000000000004,51.608999999999995,52.593,53.817,55.207,56.665,58.085,59.387,60.513000000000005,61.425,62.119,62.625,63.021
170,New Caledonia,NCL,58.639024390243904,59.0390243902439,59.4390243902439,59.887804878048804,60.3365853658537,60.785365853658504,61.23414634146339,61.6829268292683,62.1317073170732,62.5804878048781,63.02926829268289,63.478048780487796,63.92682926829271,64.3756097560976,64.8243902439024,65.2731707317073,65.7219512195122,66.1707317073171,66.3036585365854,66.4365853658537,66.569512195122,66.7024390243903,66.91951219512201,68.5878048780488,68.0634146341464,68.7658536585366,69.0634146341463,69.4268292682927,69.4536585365854,69.0853658536585,70.48536585365859,70.3585365853659,71.6146341463415,71.6560975609756,70.6731707317073,72.009756097561,71.9975609756098,71.7390243902439,74.37560975609759,73.87560975609759,75.16341463414629,74.8317073170732,75.10243902439029,75.2707317073171,75.4707317073171,75.7219512195122,76.07560975609759,76.4780487804878,76.6804878048781,76.9804878048781,77.25912213442929,76.6468353787517,77.0690703645998,77.17621087388929,77.2528725957226,77.24430350793641,76.9615007371216,77.14878048780491
171,Niger,NER,35.053000000000004,35.141,35.223,35.298,35.368,35.435,35.501,35.573,35.658,35.76,35.883,36.031,36.203,36.402,36.633,36.905,37.227,37.6,38.02,38.48,38.961999999999996,39.45,39.927,40.385,40.821,41.24100000000001,41.653999999999996,42.07899999999999,42.53,43.013999999999996,43.538000000000004,44.103,44.703,45.33,45.979,46.641000000000005,47.306999999999995,47.97,48.626999999999995,49.278999999999996,49.928000000000004,50.583999999999996,51.256,51.95,52.668,53.411,54.18,54.968,55.763999999999996,56.556999999999995,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599
172,Nigeria,NGA,36.976,37.431,37.871,38.291,38.691,39.071999999999996,39.442,39.809,40.184,40.569,40.971000000000004,41.391999999999996,41.82899999999999,42.276,42.729,43.187,43.647,44.104,44.547,44.963,45.333,45.637,45.867,46.023,46.106,46.126999999999995,46.101000000000006,46.048,45.99,45.93899999999999,45.9,45.875,45.857,45.845,45.843,45.854,45.88,45.923,45.994,46.103,46.266999999999996,46.51,46.835,47.242,47.72,48.251999999999995,48.812,49.373000000000005,49.913000000000004,50.422,50.896,51.346000000000004,51.786,52.228,52.672,53.111999999999995,53.541000000000004,53.95
173,Nicaragua,NIC,46.998000000000005,47.636,48.277,48.92,49.566,50.216,50.873999999999995,51.538000000000004,52.205,52.868,53.519,54.147,54.744,55.306999999999995,55.833,56.318999999999996,56.763999999999996,57.177,57.57,57.955,58.347,58.757,59.196000000000005,59.67100000000001,60.18899999999999,60.761,61.394,62.07899999999999,62.803000000000004,63.549,64.293,65.01100000000001,65.683,66.297,66.84899999999999,67.344,67.798,68.234,68.667,69.1,69.527,69.934,70.308,70.64,70.933,71.195,71.436,71.673,71.915,72.167,72.428,72.692,72.95100000000001,73.197,73.429,73.649,73.86,74.068
