Year,Aruba
1980,34.419
1981,36.185
1982,38.175
1983,40.132
1984,41.932
1985,43.482
1986,44.755
1987,45.831
1988,46.791
1989,47.661
1990,48.492
1991,49.345
1992,50.261
1993,51.267
1994,52.366
1995,53.538
1996,54.737
1997,55.907
1998,57.011
1999,58.037
2000,59.002
2001,59.945
2002,60.901
2003,61.888
2004,62.893
2005,63.882
2006,64.803
2007,65.61
2008,66.276
2009,66.796
2010,67.186
2011,67.477
2012,67.72
2013,67.953
2014,68.197
2015,68.459
2016,68.735
2017,69.007
Country_Name,Middle East & North Africa (IDA & IBRD countries)
1960,46.36310757
1961,46.96399994
1962,47.55821292
1963,48.14911653
1964,48.73991591
1965,49.32752719
1966,49.90657633
1967,50.47397305
1968,51.03117093
1969,51.58403136
1970,52.14921087
1971,52.74820885
1972,53.38991424
1973,54.07142811
1974,54.77918735
1975,55.47527632
1976,56.1120746
1977,56.65940744
1978,57.10985856
1979,57.47736293
1980,57.80939198
1981,58.1715086
1982,58.62408167
1983,59.20574327
1984,59.92376262
1985,60.76309863
1986,61.68501695
1987,62.62528791
1988,63.52872602
1989,64.36465594
1990,65.11060497
1991,65.75827022
1992,66.32647864
1993,66.83333498
1994,67.28663977
1995,67.69419325
1996,68.06422035
1997,68.40566209
1998,68.72689955
1999,69.03491394
2000,69.33706406
2001,69.6370637
2002,69.93379473
2003,70.22611866
2004,70.51532117
2005,70.79963467
2006,71.07491529
2007,71.33624081
2008,71.57811531
2009,71.80020163
2010,72.00580146
2011,72.20270536
2012,72.3975981
2013,72.59564383
2014,72.79522708
2015,72.99505261
2016,73.19354707
2017,73.39013107
Country_Name,Tonga
1960,59.885
1961,60.281
1962,60.687
1963,61.103
1964,61.527
1965,61.957
1966,62.387
1967,62.811
1968,63.224
1969,63.621
1970,64
1971,64.357
1972,64.696
1973,65.017
1974,65.322
1975,65.611
1976,65.886
1977,66.149
1978,66.402
1979,66.648
1980,66.889
1981,67.128
1982,67.365
1983,67.6
1984,67.831
1985,68.054
1986,68.266
1987,68.463
1988,68.641
1989,68.799
1990,68.935
1991,69.049
1992,69.143
1993,69.223
1994,69.29
1995,69.351
1996,69.41
1997,69.471
1998,69.535
1999,69.601
2000,69.667
2001,69.725
2002,69.771
2003,69.803
2004,69.822
2005,69.836
2006,69.852
2007,69.878
2008,69.921
2009,69.982
2010,70.059
2011,70.148
2012,70.242
2013,70.335
2014,70.427
2015,70.517
2016,70.607
2017,70.701
Country_Name,South Asia (IDA & IBRD)
1960,42.12020819
1961,42.7424786
1962,43.36653558
1963,43.99143778
1964,44.61552049
1965,45.23222454
1966,45.83521848
1967,46.41881249
1968,46.9824001
1969,47.52899849
1970,48.07016818
1971,48.6237782
1972,49.20067525
1973,49.80486877
1974,50.43138115
1975,51.07060815
1976,51.70773312
1977,52.3245294
1978,52.90934325
1979,53.45632847
1980,53.95884433
1981,54.41704991
1982,54.84126695
1983,55.24177056
1984,55.62692869
1985,56.00894438
1986,56.40006967
1987,56.80523584
1988,57.23094947
1989,57.67713341
1990,58.14480099
1991,58.63004675
1992,59.12313447
1993,59.61690854
1994,60.10686443
1995,60.58985547
1996,61.06099238
1997,61.52176473
1998,61.96970889
1999,62.40431132
2000,62.82398278
2001,63.22899214
2002,63.62377115
2003,64.01139648
2004,64.39518787
2005,64.78317085
2006,65.17993291
2007,65.58771357
2008,66.00524982
2009,66.4278567
2010,66.84876853
2011,67.25831784
2012,67.64633996
2013,68.00771902
2014,68.34020626
2015,68.64190068
2016,68.91615144
2017,69.1713119
Country_Name,Sub-Saharan Africa (IDA & IBRD countries)
1960,40.37789792
1961,40.82470974
1962,41.26041567
1963,41.68335604
1964,42.09456992
1965,42.49596052
1966,42.89268807
1967,43.28888742
1968,43.6894657
1969,44.09532648
1970,44.50798504
1971,44.92788533
1972,45.351434
1973,45.77361686
1974,46.19101405
1975,46.59977766
1976,46.99677869
1977,47.38072553
1978,47.74998025
1979,48.1037237
1980,48.44501391
1981,48.76772282
1982,49.0746284
1983,49.36280843
1984,49.62587723
1985,49.85289686
1986,50.03047633
1987,50.15150445
1988,50.21606205
1989,50.23251451
1990,50.21457418
1991,50.179947
1992,50.14116216
1993,50.10569718
1994,50.07375794
1995,50.04762592
1996,50.03610244
1997,50.05418046
1998,50.11841723
1999,50.24477074
2000,50.45021401
2001,50.75002364
2002,51.14816442
2003,51.64213124
2004,52.22479026
2005,52.88642804
2006,53.61420946
2007,54.38543259
2008,55.17445642
2009,55.96111812
2010,56.72547004
2011,57.45600255
2012,58.14957954
2013,58.80138989
2014,59.40479994
2015,59.95283055
2016,60.44238734
2017,60.88000237
Country_Name,Trinidad and Tobago
1960,62.222
1961,62.652
1962,63.036
1963,63.373
1964,63.663
1965,63.908
1966,64.112
1967,64.282
1968,64.43
1969,64.565
1970,64.7
1971,64.844
1972,65.003
1973,65.177
1974,65.368
1975,65.572
1976,65.782
1977,65.987
1978,66.182
1979,66.364
1980,66.533
1981,66.694
1982,66.854
1983,67.015
1984,67.179
1985,67.344
1986,67.507
1987,67.666
1988,67.816
1989,67.957
1990,68.086
1991,68.201
1992,68.305
1993,68.402
1994,68.496
1995,68.597
1996,68.713
1997,68.85
1998,69.011
1999,69.199
2000,69.413
2001,69.65
2002,69.903
2003,70.164
2004,70.428
2005,70.691
2006,70.952
2007,71.21
2008,71.464
2009,71.71
2010,71.946
2011,72.17
2012,72.382
2013,72.582
2014,72.768
2015,72.941
2016,73.1
2017,73.245
Country_Name,Tunisia
1960,42.021
1961,42.656
1962,43.351
1963,44.11
1964,44.932
1965,45.821
1966,46.78
1967,47.804
1968,48.882
1969,50.001
1970,51.145
1971,52.299
1972,53.452
1973,54.59
1974,55.704
1975,56.794
1976,57.866
1977,58.928
1978,59.979
1979,61.01
1980,61.999
1981,62.924
1982,63.769
1983,64.53
1984,65.211
1985,65.831
1986,66.414
1987,66.989
1988,67.574
1989,68.176
1990,68.792
1991,69.407
1992,70.001
1993,70.555
1994,71.062
1995,71.517
1996,71.921
1997,72.282
1998,72.608
1999,72.904
2000,73.172
2001,73.415
2002,73.638
2003,73.842
2004,74.034
2005,74.217
2006,74.391
2007,74.558
2008,74.72
2009,74.88
2010,75.041
2011,75.206
2012,75.376
2013,75.552
2014,75.734
2015,75.922
2016,76.115
2017,76.31
Country_Name,Turkey
1960,45.369
1961,46.093
1962,46.83
1963,47.573
1964,48.312
1965,49.035
1966,49.733
1967,50.406
1968,51.053
1969,51.678
1970,52.286
1971,52.887
1972,53.492
1973,54.109
1974,54.741
1975,55.387
1976,56.046
1977,56.709
1978,57.37
1979,58.023
1980,58.667
1981,59.297
1982,59.915
1983,60.52
1984,61.111
1985,61.682
1986,62.231
1987,62.758
1988,63.266
1989,63.763
1990,64.256
1991,64.757
1992,65.275
1993,65.815
1994,66.377
1995,66.963
1996,67.57
1997,68.189
1998,68.807
1999,69.417
2000,70.005
2001,70.56
2002,71.078
2003,71.559
2004,72.004
2005,72.424
2006,72.83
2007,73.235
2008,73.649
2009,74.074
2010,74.507
2011,74.944
2012,75.373
2013,75.784
2014,76.172
2015,76.532
2016,76.86
2017,77.161
Country_Name,Tanzania
1960,43.6
1961,43.859
1962,44.121
1963,44.393
1964,44.682
1965,44.991
1966,45.321
1967,45.668
1968,46.028
1969,46.399
1970,46.784
1971,47.188
1972,47.609
1973,48.04
1974,48.472
1975,48.887
1976,49.269
1977,49.606
1978,49.889
1979,50.115
1980,50.288
1981,50.421
1982,50.526
1983,50.613
1984,50.683
1985,50.726
1986,50.725
1987,50.671
1988,50.561
1989,50.403
1990,50.206
1991,49.978
1992,49.743
1993,49.529
1994,49.365
1995,49.287
1996,49.329
1997,49.503
1998,49.809
1999,50.248
2000,50.801
2001,51.444
2002,52.142
2003,52.866
2004,53.602
2005,54.349
2006,55.119
2007,55.926
2008,56.777
2009,57.666
2010,58.584
2011,59.525
2012,60.47
2013,61.398
2014,62.288
2015,63.111
2016,63.844
2017,64.479
Country_Name,Uganda
1960,44.359
1961,44.955
1962,45.558
1963,46.162
1964,46.755
1965,47.32
1966,47.839
1967,48.297
1968,48.687
1969,49.005
1970,49.251
1971,49.43
1972,49.558
1973,49.65
1974,49.715
1975,49.769
1976,49.826
1977,49.886
1978,49.943
1979,49.988
1980,50
1981,49.955
1982,49.831
1983,49.615
1984,49.304
1985,48.892
1986,48.378
1987,47.784
1988,47.145
1989,46.492
1990,45.853
1991,45.252
1992,44.715
1993,44.272
1994,43.961
1995,43.824
1996,43.899
1997,44.19
1998,44.685
1999,45.373
2000,46.229
2001,47.22
2002,48.299
2003,49.421
2004,50.554
2005,51.676
2006,52.784
2007,53.887
2008,54.984
2009,56.06
2010,57.099
2011,58.087
2012,59.017
2013,59.881
2014,60.669
2015,61.373
2016,61.986
2017,62.516
Country_Name,Ukraine
1960,68.29953659
1961,68.76385366
1962,69.14609756
1963,69.45770732
1964,69.70821951
1965,69.90563415
1966,70.05653659
1967,70.16112195
1968,70.22307317
1969,70.24756098
1970,70.23521951
1971,70.18263415
1972,70.09085366
1973,69.96292683
1974,69.80885366
1975,69.63463415
1976,69.44617073
1977,69.25343902
1978,69.07090244
1979,68.91512195
1980,68.81782927
1981,68.81082927
1982,68.9012439
1983,69.0774878
1984,69.31734146
1985,69.57478049
1986,69.7912439
1987,70.49512195
1988,70.49756098
1989,70.53902439
1990,70.09756098
1991,69.29804878
1992,68.77097561
1993,68.13073171
1994,67.54121951
1995,66.74195122
1996,67.02243902
1997,67.57634146
1998,68.37487805
1999,67.98097561
2000,67.67560976
2001,67.83707317
2002,68.27560976
2003,68.21073171
2004,68.18536585
2005,67.95682927
2006,68.07756098
2007,68.22219512
2008,68.25146341
2009,69.19
2010,70.26536585
2011,70.80926829
2012,70.94414634
2013,71.1595122
2014,71.18658537
2015,71.1895122
2016,71.47634146
2017,71.78097561
Country_Name,Upper middle income
1960,49.86305352
1961,50.38051994
1962,51.03030395
1963,51.86843895
1964,52.93492719
1965,54.17061074
1966,55.48856735
1967,56.81077049
1968,58.05858357
1969,59.16859607
1970,60.16539195
1971,61.01339882
1972,61.73594583
1973,62.41762413
1974,63.05220522
1975,63.58578172
1976,64.1073516
1977,64.58408093
1978,65.02282161
1979,65.39324788
1980,65.76287214
1981,66.1202119
1982,66.47917102
1983,66.78139922
1984,67.0499312
1985,67.38975841
1986,67.78488585
1987,68.03808693
1988,68.26949024
1989,68.45464098
1990,68.62429938
1991,68.78027776
1992,68.8311998
1993,68.86565411
1994,69.02002174
1995,69.23977233
1996,69.53899483
1997,69.84853919
1998,70.13211213
1999,70.34488398
2000,70.60591665
2001,70.88029273
2002,71.13882952
2003,71.40950658
2004,71.70514514
2005,71.96952711
2006,72.30418505
2007,72.62142405
2008,72.90949173
2009,73.23384038
2010,73.51457024
2011,73.85121986
2012,74.15595007
2013,74.46592903
2014,74.74151192
2015,75.01752704
2016,75.278622
2017,75.52253325
Country_Name,Uruguay
1960,67.783
1961,68.007
1962,68.198
1963,68.347
1964,68.455
1965,68.521
1966,68.554
1967,68.567
1968,68.575
1969,68.588
1970,68.616
1971,68.664
1972,68.732
1973,68.823
1974,68.941
1975,69.089
1976,69.271
1977,69.484
1978,69.723
1979,69.983
1980,70.256
1981,70.536
1982,70.814
1983,71.085
1984,71.343
1985,71.583
1986,71.804
1987,72.008
1988,72.201
1989,72.386
1990,72.569
1991,72.757
1992,72.955
1993,73.166
1994,73.388
1995,73.62
1996,73.854
1997,74.086
1998,74.309
1999,74.523
2000,74.731
2001,74.939
2002,75.152
2003,75.373
2004,75.599
2005,75.826
2006,76.046
2007,76.251
2008,76.437
2009,76.603
2010,76.75
2011,76.882
2012,77.004
2013,77.124
2014,77.244
2015,77.369
2016,77.498
2017,77.632
Country_Name,United States
1960,69.77073171
1961,70.27073171
1962,70.1195122
1963,69.91707317
1964,70.16585366
1965,70.21463415
1966,70.21219512
1967,70.56097561
1968,69.95121951
1969,70.50731707
1970,70.80731707
1971,71.10731707
1972,71.15609756
1973,71.35609756
1974,71.95609756
1975,72.60487805
1976,72.85609756
1977,73.25609756
1978,73.35609756
1979,73.80487805
1980,73.6097561
1981,74.0097561
1982,74.36097561
1983,74.46341463
1984,74.56341463
1985,74.56341463
1986,74.61463415
1987,74.76585366
1988,74.76585366
1989,75.01707317
1990,75.21463415
1991,75.36585366
1992,75.61707317
1993,75.4195122
1994,75.6195122
1995,75.62195122
1996,76.02682927
1997,76.42926829
1998,76.5804878
1999,76.58292683
2000,76.63658537
2001,76.83658537
2002,76.93658537
2003,77.03658537
2004,77.48780488
2005,77.48780488
2006,77.68780488
2007,77.98780488
2008,78.03902439
2009,78.3902439
2010,78.54146341
2011,78.64146341
2012,78.74146341
2013,78.74146341
2014,78.84146341
2015,78.6902439
2016,78.53902439
2017,78.53902439
Country_Name,Uzbekistan
1960,58.835
1961,59.21
1962,59.589
1963,59.969
1964,60.348
1965,60.723
1966,61.089
1967,61.442
1968,61.779
1969,62.097
1970,62.392
1971,62.66
1972,62.903
1973,63.125
1974,63.332
1975,63.53
1976,63.729
1977,63.934
1978,64.152
1979,64.385
1980,64.637
1981,64.914
1982,65.206
1983,65.504
1984,65.796
1985,66.059
1986,66.27
1987,66.416
1988,66.495
1989,66.512
1990,66.481
1991,66.424
1992,66.368
1993,66.336
1994,66.343
1995,66.396
1996,66.494
1997,66.626
1998,66.782
1999,66.959
2000,67.156
2001,67.374
2002,67.613
2003,67.868
2004,68.135
2005,68.407
2006,68.676
2007,68.939
2008,69.193
2009,69.435
2010,69.672
2011,69.91
2012,70.155
2013,70.41
2014,70.671
2015,70.928
2016,71.171
2017,71.388
Country_Name,St. Vincent and the Grenadines
1960,59.26
1961,59.891
1962,60.474
1963,61.006
1964,61.488
1965,61.924
1966,62.318
1967,62.682
1968,63.026
1969,63.36
1970,63.691
1971,64.026
1972,64.365
1973,64.711
1974,65.069
1975,65.445
1976,65.844
1977,66.263
1978,66.698
1979,67.143
1980,67.59
1981,68.031
1982,68.456
1983,68.856
1984,69.223
1985,69.551
1986,69.835
1987,70.078
1988,70.283
1989,70.451
1990,70.58
1991,70.669
1992,70.723
1993,70.748
1994,70.752
1995,70.745
1996,70.736
1997,70.731
1998,70.738
1999,70.762
2000,70.809
2001,70.882
2002,70.977
2003,71.087
2004,71.208
2005,71.331
2006,71.449
2007,71.554
2008,71.643
2009,71.716
2010,71.776
2011,71.827
2012,71.879
2013,71.939
2014,72.01
2015,72.095
2016,72.193
2017,72.3
Country_Name,"Venezuela, RB"
1960,59.831
1961,60.377
1962,60.907
1963,61.422
1964,61.923
1965,62.416
1966,62.91
1967,63.409
1968,63.916
1969,64.427
1970,64.935
1971,65.428
1972,65.896
1973,66.331
1974,66.729
1975,67.092
1976,67.42
1977,67.723
1978,68.009
1979,68.281
1980,68.542
1981,68.795
1982,69.038
1983,69.272
1984,69.497
1985,69.715
1986,69.923
1987,70.123
1988,70.312
1989,70.491
1990,70.658
1991,70.811
1992,70.951
1993,71.079
1994,71.2
1995,71.321
1996,71.451
1997,71.596
1998,71.756
1999,71.93
2000,72.112
2001,72.294
2002,72.466
2003,72.618
2004,72.746
2005,72.852
2006,72.938
2007,73.01
2008,73.071
2009,73.116
2010,73.134
2011,73.11
2012,73.037
2013,72.918
2014,72.762
2015,72.584
2016,72.405
2017,72.246
Country_Name,Virgin Islands (U.S.)
1960,66.22485366
1961,66.48797561
1962,66.74109756
1963,66.99621951
1964,67.26036585
1965,67.5405122
1966,67.83512195
1967,68.13819512
1968,68.44273171
1969,68.74821951
1970,69.05119512
1971,69.35114634
1972,69.64660976
1973,69.93558537
1974,70.21758537
1975,70.49007317
1976,70.75053659
1977,70.99992683
1978,71.2392439
1979,71.47097561
1980,71.70012195
1981,71.93070732
1982,72.1662439
1983,72.4102439
1984,72.66221951
1985,72.92217073
1986,73.18704878
1987,73.45385366
1988,73.71758537
1989,73.9782439
1990,74.23585366
1991,74.49195122
1992,74.74704878
1993,75.00265854
1994,75.25729268
1995,75.50992683
1996,75.75902439
1997,76.00253659
1998,76.23697561
1999,76.46185366
2000,76.6195122
2001,77.67317073
2002,77.62195122
2003,77.57317073
2004,77.87317073
2005,77.42195122
2006,78.47560976
2007,76.86097561
2008,77.26341463
2009,77.61463415
2010,77.96585366
2011,78.41707317
2012,78.66829268
2013,78.86829268
2014,78.96829268
2015,79.16829268
2016,79.26829268
2017,79.4195122
Country_Name,Vietnam
1960,59.039
1961,59.72
1962,60.387
1963,61.02
1964,61.581
1965,61.963
1966,62.037
1967,61.767
1968,61.186
1969,60.383
1970,59.563
1971,58.98
1972,58.826
1973,59.203
1974,60.112
1975,61.446
1976,63.01
1977,64.547
1978,65.859
1979,66.865
1980,67.542
1981,67.942
1982,68.203
1983,68.439
1984,68.688
1985,68.972
1986,69.293
1987,69.624
1988,69.943
1989,70.252
1990,70.551
1991,70.842
1992,71.124
1993,71.399
1994,71.666
1995,71.923
1996,72.168
1997,72.399
1998,72.617
1999,72.824
2000,73.025
2001,73.228
2002,73.438
2003,73.654
2004,73.875
2005,74.092
2006,74.295
2007,74.474
2008,74.625
2009,74.745
2010,74.837
2011,74.904
2012,74.958
2013,75.006
2014,75.056
2015,75.11
2016,75.172
2017,75.241
Country_Name,Vanuatu
1960,48.975
1961,49.498
1962,50.031
1963,50.576
1964,51.131
1965,51.694
1966,52.259
1967,52.819
1968,53.372
1969,53.915
1970,54.451
1971,54.981
1972,55.51
1973,56.043
1974,56.582
1975,57.128
1976,57.684
1977,58.249
1978,58.819
1979,59.391
1980,59.961
1981,60.528
1982,61.087
1983,61.632
1984,62.158
1985,62.659
1986,63.131
1987,63.574
1988,63.986
1989,64.368
1990,64.721
1991,65.047
1992,65.349
1993,65.633
1994,65.903
1995,66.162
1996,66.414
1997,66.66
1998,66.899
1999,67.134
2000,67.363
2001,67.583
2002,67.793
2003,67.99
2004,68.176
2005,68.35
2006,68.515
2007,68.672
2008,68.824
2009,68.974
2010,69.123
2011,69.272
2012,69.421
2013,69.57
2014,69.719
2015,69.869
2016,70.021
2017,70.172
Country_Name,World
1960,52.57976656
1961,53.08093433
1962,53.49819444
1963,54.02339812
1964,54.69324124
1965,55.35236721
1966,56.08378738
1967,56.78840102
1968,57.38746596
1969,57.99655531
1970,58.58396319
1971,59.11112925
1972,59.59706965
1973,60.04557733
1974,60.54100313
1975,60.98695944
1976,61.40891362
1977,61.83265291
1978,62.19330867
1979,62.55526987
1980,62.84154326
1981,63.18238634
1982,63.50876512
1983,63.75689422
1984,64.02145392
1985,64.27903589
1986,64.57977254
1987,64.8309407
1988,65.03500608
1989,65.24755658
1990,65.4337949
1991,65.6197545
1992,65.77073004
1993,65.88774334
1994,66.08965083
1995,66.27821875
1996,66.55984289
1997,66.84461976
1998,67.08678696
1999,67.29309436
2000,67.54918887
2001,67.82172841
2002,68.07034502
2003,68.32690082
2004,68.65223707
2005,68.92020377
2006,69.26229264
2007,69.59194222
2008,69.8991758
2009,70.24646274
2010,70.55611913
2011,70.88407764
2012,71.17171202
2013,71.46225702
2014,71.74196505
2015,71.94789833
2016,72.18217105
2017,72.38300866
Country_Name,Samoa
1960,56.902
1961,57.188
1962,57.472
1963,57.756
1964,58.045
1965,58.34
1966,58.642
1967,58.951
1968,59.266
1969,59.589
1970,59.919
1971,60.256
1972,60.599
1973,60.948
1974,61.301
1975,61.661
1976,62.031
1977,62.41
1978,62.796
1979,63.184
1980,63.567
1981,63.937
1982,64.289
1983,64.617
1984,64.92
1985,65.194
1986,65.443
1987,65.67
1988,65.883
1989,66.085
1990,66.281
1991,66.47
1992,66.655
1993,66.842
1994,67.037
1995,67.249
1996,67.491
1997,67.764
1998,68.067
1999,68.399
2000,68.748
2001,69.103
2002,69.451
2003,69.781
2004,70.089
2005,70.374
2006,70.642
2007,70.901
2008,71.158
2009,71.412
2010,71.663
2011,71.906
2012,72.136
2013,72.351
2014,72.549
2015,72.73
2016,72.895
2017,73.046
Country_Name,Kosovo
1981,65.89756098
1982,66.19756098
1983,66.39756098
1984,66.59756098
1985,66.79756098
1986,66.99756098
1987,67.19756098
1988,67.39756098
1989,67.54878049
1990,67.74878049
1991,67.94878049
1992,68.1
1993,68.24878049
1994,68.4
1995,68.55121951
1996,68.7
1997,68.85121951
1998,68.95121951
1999,66.95121951
2000,67.95121951
2001,67.99756098
2002,67.94390244
2003,68.19512195
2004,68.44634146
2005,68.69512195
2006,68.94634146
2007,69.19756098
2008,69.39756098
2009,69.64878049
2010,69.9
2011,70.14878049
2012,70.49756098
2013,70.79756098
2014,71.09756098
2015,71.34634146
2016,71.64634146
2017,71.94634146
Country_Name,"Yemen, Rep."
1960,29.919
1961,30.163
1962,30.5
1963,30.943
1964,31.501
1965,32.175
1966,32.96
1967,33.836
1968,34.78
1969,35.78
1970,36.82
1971,37.888
1972,38.981
1973,40.093
1974,41.219
1975,42.364
1976,43.54
1977,44.753
1978,46
1979,47.265
1980,48.532
1981,49.778
1982,50.981
1983,52.117
1984,53.17
1985,54.12
1986,54.959
1987,55.692
1988,56.331
1989,56.881
1990,57.346
1991,57.73
1992,58.047
1993,58.318
1994,58.566
1995,58.817
1996,59.096
1997,59.415
1998,59.782
1999,60.204
2000,60.683
2001,61.216
2002,61.781
2003,62.358
2004,62.931
2005,63.481
2006,63.997
2007,64.47
2008,64.892
2009,65.255
2010,65.549
2011,65.768
2012,65.92
2013,66.016
2014,66.066
2015,66.085
2016,66.087
2017,66.086
Country_Name,South Africa
1960,48.406
1961,48.777
1962,49.142
1963,49.509
1964,49.888
1965,50.284
1966,50.705
1967,51.148
1968,51.615
1969,52.106
1970,52.62
1971,53.157
1972,53.713
1973,54.281
1974,54.856
1975,55.428
1976,55.99
1977,56.538
1978,57.071
1979,57.59
1980,58.107
1981,58.637
1982,59.191
1983,59.766
1984,60.353
1985,60.946
1986,61.54
1987,62.109
1988,62.619
1989,63.035
1990,63.307
1991,63.384
1992,63.247
